Number,Title,Name,City,State,Amount
93.569,Community Services Block Grant,AK ST DEPT OF COMMUNITY & REGIONAL AFFAIRS,JUNEAU,AK,0
93.569,Community Services Block Grant,KENAITZE INDIAN TRIBE,KENAI,AK,0
93.569,Community Services Block Grant,KODIAK AREA NATIVE ASSOCIATION,KODIAK,AK,0
93.569,Community Services Block Grant,Shoonaq Tribe of Kodiak,KODIAK,AK,0
93.569,Community Services Block Grant,"KAWERAK, INC",NOME,AK,0
93.569,Community Services Block Grant,SITKA TRIBE OF ALASKA,SITKA,AK,0
93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",COVENANT HOUSE ALASKA,ANCHORAGE,AK,15000
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,AK ST DHSS,JUNEAU,AK,2000000
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,SOUTH CENTRAL FOUNDATION,ANCHORAGE,AK,500000
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,"COOK INLET TRIBAL COUNCIL, INC",ANCHORAGE,AK,500000
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,NINILCHIK TRADITIONAL COUNCIL,NINILCHIK,AK,500000
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM,SITKA,AK,500000
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,ANCHORAGE,AK,499993
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,YUKON KUSKOKWIM HEALTH CORPORATION,BETHEL,AK,499991
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,MANIILAQ ASSOCIATION,KOTZEBUE,AK,498759
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,"FAIRBANKS NATIVE ASSOCIATION, INC",FAIRBANKS,AK,399747
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,KENAITZE INDIAN TRIBE,KENAI,AK,250916
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,ANCHORAGE,AK,0
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,YUKON KUSKOKWIM HEALTH CORPORATION,BETHEL,AK,0
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,KENAITZE INDIAN TRIBE,KENAI,AK,0
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,MANIILAQ ASSOCIATION,KOTZEBUE,AK,0
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM,SITKA,AK,0
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,AK ST DHSS,JUNEAU,AK,0
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,"FAIRBANKS NATIVE ASSOCIATION, INC",FAIRBANKS,AK,0
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,"COOK INLET TRIBAL COUNCIL, INC",ANCHORAGE,AK,0
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,AK ST DHSS,JUNEAU,AK,0
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,NINILCHIK TRADITIONAL COUNCIL,NINILCHIK,AK,0
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,"COOK INLET TRIBAL COUNCIL, INC",ANCHORAGE,AK,0
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,SOUTH CENTRAL FOUNDATION,ANCHORAGE,AK,0
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,ANCHORAGE,AK,0
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,AK ST DHSS,JUNEAU,AK,0
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,NINILCHIK TRADITIONAL COUNCIL,NINILCHIK,AK,0
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM,SITKA,AK,0
93.323,Epidemiology and Laboratory Capacity for Infectious Diseases (ELC),AK ST DHSS,JUNEAU,AK,53127495
93.323,Epidemiology and Laboratory Capacity for Infectious Diseases (ELC),AK ST DHSS,JUNEAU,AK,5447600
93.323,Epidemiology and Laboratory Capacity for Infectious Diseases (ELC),AK ST DHSS,JUNEAU,AK,860605
93.323,Epidemiology and Laboratory Capacity for Infectious Diseases (ELC),AK ST DHSS,JUNEAU,AK,0
93.323,Epidemiology and Laboratory Capacity for Infectious Diseases (ELC),AK ST DHSS,JUNEAU,AK,0
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,"BRISTOL BAY NATIVE ASSOCIATION, (ONAP)",DILLINGHAM,AK,115691
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,AK ST COUNCIL ON DOMESTIC VIOLENCE,JUNEAU,AK,77459
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,"EASTERN ALEUTIAN TRIBES, INC",ANCHORAGE,AK,36534
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,Emmonak Women`s Shelter,EMMONAK,AK,36534
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,KODIAK AREA NATIVE ASSOCIATION,KODIAK,AK,36534
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,"FAIRBANKS NATIVE ASSOCIATION, INC",FAIRBANKS,AK,8525
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,AKIAK NATIVE COMMUNITY,AKIAK,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,ALEUTIAN PRIBILOF ISLANDS ASSOCIATION,ANCHORAGE,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,SOUTH CENTRAL FOUNDATION,ANCHORAGE,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,CHUGACHMIUT,ANCHORAGE,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,ANVIK TRADITIONAL COUNCIL,ANVIK,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,ARTIC VILLAGE COUNCIL (THE),ARTIC VILLAGE,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,ANGOON COMMUNITY ASSOCIATION,Angoon,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,THE NATIVE VILLAGE OF EYAK TRIBAL COUNCIL,CORDOVA,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,DOT LAKE TRIBAL COUNCIL,DOT LAKE,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,EAGLE TRIBAL COUNCIL,EAGLE,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,HEALY LAKE TRIBAL COUNCIL,FAIRBANKS,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,FORT YUKON NATIVE VILLAGE,FORT YUKON,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,HOLY CROSS VILLAGE COUNCIL,HOLY CROSS,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,HUGHES TRIBAL COUNCIL,HUGHES,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,TRIBAL COUNCIL OF HUSLIA,HUSLIA,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,TLINGIT & HAIDA TRIBES CENTRAL COUNCIL,JUNEAU,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,KENAITZE INDIAN TRIBE,KENAI,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,Shoonaq Tribe of Kodiak,KODIAK,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,NATIVE VILLAGE OF AFOGNAK,KODIAK,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,KOYUKUK VILLAGE COUNCIL,KOYUKUK,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,MCGRATH NATIVE VILLAGE COUNCIL,MCGRATH,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,TELIDA NATIVE VILLAGE COUNCIL,MCGRATH,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,MINTO VILLAGE COUNCIL,MINTO,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,NENANA NATIVE COUNCIL,NENANA,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,NIKOLAI EDZENO VILLAGE COUNCIL,NIKOLAI,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,NORTHWAY VILLAGE COUNCIL,NORTHWAY,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,NULATO TRIBAL COUNCIL,NULATO,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,RUBY TRIBAL COUNCIL,RUBY,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,TRIBAL GOVERNMENT OF ST. PAUL,SAINT PAUL ISLAND,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,SHAGELUK TRIBAL COUNCIL,SHAGELUK,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,Tetlin Tribal Council,TOK,AK,6089
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,VILLAGE OF VENETIE,VENETIE,AK,6089
93.591,Family Violence Prevention and Services/State Domestic Violence Coalitions,ALASKA NETWORK ON DOMESTIC VIOLENCE,JUNEAU,AK,80357
93.591,Family Violence Prevention and Services/State Domestic Violence Coalitions,ALASKA NETWORK ON DOMESTIC VIOLENCE,JUNEAU,AK,0
93.527,Grants for New and Expanded Services under the Health Center Program,AHTNA' T'AENE NENE',COPPER CENTER,AK,114452
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,ANCHORAGE,AK,59250
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,"ANCHORAGE NEIGHBORHOOD HEALTH CENTER, INC",ANCHORAGE,AK,51000
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,"ANCHORAGE NEIGHBORHOOD HEALTH CENTER, INC",ANCHORAGE,AK,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,"ANCHORAGE NEIGHBORHOOD HEALTH CENTER, INC",ANCHORAGE,AK,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,ANCHORAGE,AK,0
93.600,Head Start,"KIDS' CORPS, INC",ANCHORAGE,AK,228490
93.600,Head Start,CCS Early Learning,PALMER,AK,223217
93.600,Head Start,"Dena Nena Henash a/b/a Tanana Chiefs Confereence, Inc.",FAIRBANKS,AK,201247
93.600,Head Start,ASSOCIATION OF VILLAGE COUNCIL PRESIDENTS (ONAP),BETHEL,AK,194216
93.600,Head Start,Cook Inlet Native Head Start,ANCHORAGE,AK,170489
93.600,Head Start,KENAITZE INDIAN TRIBE,KENAI,AK,42183
93.600,Head Start,Metlakatla Indian Community,METLAKATLA,AK,35152
93.600,Head Start,CCS Early Learning,PALMER,AK,28122
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",YUKON KUSKOKWIM HEALTH CORPORATION,BETHEL,AK,703595
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",NORTON SOUND HEALTH CORPORATION,NOME,AK,700880
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","ANCHORAGE NEIGHBORHOOD HEALTH CENTER, INC",ANCHORAGE,AK,690034
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",MANIILAQ ASSOCIATION,KOTZEBUE,AK,633050
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM,SITKA,AK,629425
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",BRISTOL BAY AREA HEALTH CORPORATION,DILLINGHAM,AK,613250
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",INTERIOR COMMUNITY HEALTH CENTER,FAIRBANKS,AK,609020
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","Peninsula Community Health Services of Alaska, Inc.",SOLDOTNA,AK,606530
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",KODIAK AREA NATIVE ASSOCIATION,KODIAK,AK,602450
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",ILIULIUK FAMILY & HEALTH SERVICE,UNALASKA,AK,601265
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","Dena Nena Henash a/b/a Tanana Chiefs Confereence, Inc.",FAIRBANKS,AK,600185
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Kodiak Island Health Care Foundation,KODIAK,AK,582695
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Bethel Family Clinic,BETHEL,AK,576455
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",SELDOVIA VILLAGE TRIBE,SELDOVIA,AK,574565
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","SUNSHINE COMMUNITY HEALTH CENTER, Inc.",TALKEETNA,AK,570410
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","MAT-SU Health Services, Inc.",WASILLA,AK,567755
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",SOUTH CENTRAL FOUNDATION,ANCHORAGE,AK,566030
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","EASTERN ALEUTIAN TRIBES, INC",ANCHORAGE,AK,565490
